Tender ID :,Tender Ref No :,Tender Title :,Work Description,Tender Value in ₹,Tender Currency,Bid Currency,Publish Date,Contract Date :,Update Date,Issuing Authority Name,Issuing Authority Designation,Issuing Organisation Name,Issuing Address,Approving Authority Name,Approving Authority Designation,Approving Organisation Name,EMD Amount,Tender Fee Amount,Tender Processing Fee Amount
10007,01/2021-22/ID-DEHRI/WRD/01,"RENNOVATION WORK OF LAHERI-DAMODER DIHRA BAHA (KARHA) EXIT FROM OUT LET AT K.M. 18.30 (RIGHT BANK) OF KARGAHAR DISTRIBUTORY UNDER IRRIGATION SUB DIVISION, KARGAHAR 
FOR THE YEAR 2020-21 (GROUP-01)","RENNOVATION WORK OF LAHERI-DAMODER DIHRA BAHA (KARHA) EXIT FROM OUT LET AT K.M. 18.30 (RIGHT BANK) OF KARGAHAR DISTRIBUTORY UNDER IRRIGATION SUB DIVISION, KARGAHAR 
FOR THE YEAR 2020-21 (GROUP-01)",4031870.0,INR,INR,2021-04-30 01:27:21+00:00,2021-04-30T01:05:14.962000+00:00,2021-07-29T09:48:44+00:00,SATYENDRA NARAYAN SINGH,SE,"IRRIGATION MECHANICAL CIRCLE, GAYA, CAMP-DEHRI","IRRIGATION MECHANICAL CIRCLE, GAYA, CAMP-DEHRI",ASHOK KUMAR YADAV,SE,WATER RESOURCES DEPARTMENT,80700.0,5000.0,590.0
10009,02/2021/22-N-P-BELSAND,NAGAR PANCHAYAT BELSAND IN WARD NO 07 WARD NO 11 AND WARD NO 13 KO JORNE WALI SARAK DUMARIYA GHAT SE SARAIYA SCHHOL TAK PAKKA SARAK EVAM AVASHYAKTANUSAR 1 BRIEDGE NIRMAN KARY.,NAGAR PANCHAYAT BELSAND IN WARD NO 07 WARD NO 11 AND WARD NO 13 KO JORNE WALI SARAK DUMARIYA GHAT SE SARAIYA SCHHOL TAK PAKKA SARAK EVAM AVASHYAKTANUSAR 1 BRIEDGE NIRMAN KARY.,14284106.0,INR,INR,2021-04-30 07:37:56+00:00,2021-04-30T06:46:13.959000+00:00,2021-05-18T06:06:27+00:00,SHEONATH THAKUR (EO),EXECUTIVE OFFICER BELSAND,UDHD,NAGAR PANCHAYAT BELSAND,SHEONATH THAKUR,EXECUTIVE OFFICER BELSAND,UDHD,285700.0,10000.0,3540.0
10010,NPJ-01/2021-22,Repairing of High mast light in Nagar Panchayat Jogbani.,Repairing of High mast light in Nagar Panchayat Jogbani.,0.0,INR,INR,2021-04-30 08:22:42+00:00,2021-04-30T07:42:40.825000+00:00,2021-05-08T09:31:00+00:00,EXECUTIVE OFFICER JOGBANI,EO,NAGAR PANCHAYAT JOGBANI,WARD NO. 15 NETA JEE CHOWK JOGBANI,EXECUTIVE OFFICER JOGBANI,EO,NAGAR PANCHAYAT JOGBANI,30000.0,2500.0,590.0
10011,08/PR/SBPDCL/2021,"Construction of One number 2X10 MVA, 33/ 11 KV PSS with associated 33 KV & 11 KV lines and all associated works in Nalanda District under Electric Supply Circle, Nalanda","Construction of One number 2X10 MVA, 33/ 11 KV PSS with associated 33 KV & 11 KV lines and all associated works in Nalanda District under Electric Supply Circle, Nalanda",96500000.0,INR,INR,2021-04-30 09:31:08+00:00,2021-04-30T08:39:38.224000+00:00,2021-11-24T09:48:13+00:00,SURESH PRASAD MANDAL,Electrical Superintending Engineer,SBPDCL,"2nd FLOOR, VIDYUT BHAWAN, PATNA",SURESH PRASAD MANDAL,"Electrical Superintending Engineer, Purchase",SBPDCL,,25000.0,5900.0
10013,BSCL/Public Recreational Space/2021/56,Request for Proposal (RFP) for development of public recreational space at Jogsar including maintenance for 5 (five) years under Smart City Mission on Item Rate basis,Request for Proposal (RFP) for development of public recreational space at Jogsar including maintenance for 5 (five) years under Smart City Mission on Item Rate basis,70712899.0,INR,INR,2021-04-30 11:11:38+00:00,2021-04-30T10:24:31.216000+00:00,2021-07-10T12:49:10+00:00,MR. YOGESH KUMAR SAGAR,Managing Director Cum Chief Executive Officer,BHAGALPUR SMART CITY LIMITED,"Municipal Corporation Court Compound, Bhagalpur, Bihar-812001. INDIA",MR. YOGESH KUMAR SAGAR,Managing Director Cum CEO,BHAGALPUR SMART CITY LIMITED,1414260.0,25000.0,5900.0
10017,NIT- 02/2021-22 JNK,Nagar Panchyat Janakpur road NAVRAG TAILER TO SH 87 TAK RCC COVER NALA NIRMAN,Nagar Panchyat Janakpur road NAVRAG TAILER TO SH 87 TAK RCC COVER NALA NIRMAN,13778705.0,INR,INR,2021-04-30 13:02:57+00:00,2021-04-30T12:30:34.725000+00:00,2022-01-13T06:33:50+00:00,AJIT KUMAR SHARMA,EO JANAKPUR ROAD,NAGAR PANCHAYAT JANAKPUR ROAD,NAGAR PANCHYAT JANAKPUR ROAD,AJIT KUMAR SHARMA,EO JANAKPUR ROAD,NAGAR PANCHYAT JANAKPUR ROAD,275600.0,10000.0,3540.0
10018,NIT- 02/2021-22 JNKPUPRI,Nagar Panchyat Janakpur road Gauri Jee Ke Ghar Se Jahihat Chowk TAK RCC COVER NALA NIRMAN,Nagar Panchyat Janakpur road Gauri Jee Ke Ghar Se Jahihat Chowk TAK RCC COVER NALA NIRMAN,15034502.0,INR,INR,2021-04-30 13:00:33+00:00,2021-04-30T12:52:46.236000+00:00,2022-01-13T06:31:38+00:00,AJIT KUMAR SHARMA,EO JANAKPUR ROAD,NAGAR PANCHAYAT JANAKPUR ROAD,NAGAR PANCHYAT JANAKPUR ROAD,AJIT KUMAR SHARMA,EO JANAKPUR ROAD,NAGAR PANCHYAT JANAKPUR ROAD,300700.0,10000.0,3540.0
10019,BSEDC/2317/2021,"Supply, Installation & 4 years onsite warranty support for AIO &  PC for High Court of Patna","Supply, Installation & 4 years onsite warranty support for AIO &  PC for High Court of Patna",0.0,INR,INR,2021-04-30 15:10:19+00:00,2021-04-30T14:14:34.958000+00:00,2022-03-24T12:09:53+00:00,Jitendra Tripathi,Manager,BSEDC LTD,Sastri Nagar,Managing Director BSEDC,MD,BSEDC LTD,1000000.0,10000.0,590.0
10014,BSCL/High mast light/2021/57,Request for Proposal (RFP) for Illumination of Roads and installation of High mast light at Chowk and Chowk development (Place Making) including operation and maintenance for 5 (five) years under Smart City Mission on Item Rate basis.,Request for Proposal (RFP) for Illumination of Roads and installation of High mast light at Chowk and Chowk development (Place Making) including operation and maintenance for 5 (five) years under Smart City Mission on Item Rate basis.,33650266.0,INR,INR,2021-04-30 11:34:27+00:00,2021-04-30T11:12:36.384000+00:00,2021-07-10T13:13:33+00:00,MR. YOGESH KUMAR SAGAR,Managing Director Cum Chief Executive Officer,BHAGALPUR SMART CITY LIMITED,"Municipal Corporation Court Compound, Bhagalpur, Bihar-812001. INDIA",MR. YOGESH KUMAR SAGAR,Managing Director Cum CEO,BHAGALPUR SMART CITY LIMITED,673010.0,25000.0,5900.0
10020,NIT- 01/2021-22,B.O.Q. for the work of Special Repair of Rajkiya Ambedker Hostel Mahendru Patna for the year 2021-22,B.O.Q. for the work of Special Repair of Rajkiya Ambedker Hostel Mahendru Patna for the year 2021-22,3717742.0,INR,INR,2021-04-30 16:40:06+00:00,2021-04-30T15:31:03.047000+00:00,2021-09-29T14:50:16+00:00,"Executive Engineer, BUILDING DIVISION PATNA CITY",EE,BUILDING DIVISION PATNA CITY,"EE, BUILDING DIVISION PATNA CITY, BCD, GULZARBAG, PATNA BIHAR","Superintending Engineer, Patna Circle",SE,Patna CIRCLE,74400.0,5000.0,590.0
