Tender ID :,Tender Ref No :,Tender Title :,Work Description,Tender Value in ₹,Tender Currency,Bid Currency,Publish Date,Contract Date :,Update Date,Issuing Authority Name,Issuing Authority Designation,Issuing Organisation Name,Issuing Address,Approving Authority Name,Approving Authority Designation,Approving Organisation Name,EMD Amount,Tender Fee Amount,Tender Processing Fee Amount
10041,04/BCD/BETTIAH/2021-22,"Construction of Four Additional class room in Kasturba School in Block Bagaha-2, West Champaran under BADP scheme for 2021-22","Construction of Four Additional class room in Kasturba School in Block Bagaha-2, West Champaran under BADP scheme for 2021-22",3996236.0,INR,INR,2021-08-09 11:56:56+00:00,2021-05-05T07:58:03.237000+00:00,2021-09-06T08:50:04+00:00,"Executive Engineer, BUILDING DIVISION BETTIAH",EE,Executive Engineer Bettiah,"Executive Engineer Bettiah, BCD, Bettiah,  bihar","Superintending Engineer, BUILDING CIRCLE MOTIHARI",SE,"Superintending Engineer, Building Circle  Motihari",40000.0,5000.0,590.0
11810,18/BSBCCL/21-22 GR1,CONSTRUCTION OF PEB GODOWN 5000 MT CAPACITY AT KAMALDIH BANKA IN DIST - BANKA,CONSTRUCTION OF PEB GODOWN 5000 MT CAPACITY AT KAMALDIH BANKA IN DIST - BANKA,47728891.0,INR,INR,2021-08-17 07:58:58+00:00,2021-07-24T07:56:48.200000+00:00,2021-09-13T08:28:48+00:00,DGM BSBCCL BHAGALPUR,DGM BSBCCL BHAGALPUR,BSBCCL SOUTH,"BSBCCL, Hospital Road, Sastri Nagar, Patna 800023",SANTOSH KUMAR,chief general manager,BSBCCL,955000.0,10000.0,5900.0
11962,NIT-8/E/PALIPUTRA/2021-GR1,Construction of U/G drain & PCC Road from Guddu Kumar House To Ramnandan House  in ward no-22C,Construction of U/G drain & PCC Road from Guddu Kumar House To Ramnandan House  in ward no-22C,162800.0,INR,INR,2021-08-02 11:24:03+00:00,2021-08-02T08:39:48.039000+00:00,2021-09-18T12:27:18+00:00,"Aashish Prasad, Executive Engineer",EE,Patliputra Division,Sahdev Matho Marg sk puri park patna,"Aashish Prasad,EXECUETIVE ENGINEER",EE,Patliputra Division,3300.0,500.0,590.0
11964,06/BCD/BUXAR/2021-22,CONSTRUCTION OF PASS COUNTER IN THE CAMPUS OF CIVIL COURT BUXAR. FOR THE YEAR - 2021-2022.,CONSTRUCTION OF PASS COUNTER IN THE CAMPUS OF CIVIL COURT BUXAR. FOR THE YEAR - 2021-2022.,1705707.0,INR,INR,2021-08-02 09:38:44+00:00,2021-08-02T09:26:31.597000+00:00,2021-12-02T10:37:39+00:00,"Executive Engineer, BUILDING DIVISION BUXAR",EE,BUILDING DIVISION BUXAR,"EE, BUILDING DIVISION BUXAR, BCD","Superintending Engineer, Ara Circle",SE,Ara Circle,34500.0,5000.0,590.0
11965,NP/NWD-NIT-09/2021-22 (GR-01),"Cleanliness work in all (33) wards and expended area of Nagar Parishad Nawada. which includes garbage collection work, segregation, secondary Storage, Sweeping and cleaning of all roads, pavements, lanes, Galis, All major and minor drains, parks, collectriate campus, Court campus, officers quarters , etc., cleaning and garbage collection in Commercial Areas in two shift and transportation of collected waste to dumping site from secondary storage site and segregation at waste dumping/processing site.","Cleanliness work in all (33) wards and expended area of Nagar Parishad Nawada. which includes garbage collection work, segregation, secondary Storage, Sweeping and cleaning of all roads, pavements, lanes, Galis, All major and minor drains, parks, collectriate campus, Court campus, officers quarters , etc., cleaning and garbage collection in Commercial Areas in two shift and transportation of collected waste to dumping site from secondary storage site and segregation at waste dumping/processing site.",0.0,INR,INR,2021-08-02 11:10:46+00:00,2021-08-02T09:57:52.297000+00:00,2021-10-26T11:58:08+00:00,SATYENDRA PRASAD VERMA,"EXECUTIVE OFFICER, NP NAWADA",NAGAR PARISAD NAWADA,NAWADA,SATYENDRA PRASAD VERMA,"EXECUTIVE OFFICER, NP NAWADA",NAGAR PARISAD NAWADA,1000000.0,10000.0,590.0
11963,NIT NO-02/2021-22,"Internal Electrification, Water Supply, Drainage & Sanitary fitting, M.S Grill and steel work  of Nagar parishad Building at Mirganj, Gopalganj.","Internal Electrification, Water Supply, Drainage & Sanitary fitting, M.S Grill and steel work  of Nagar parishad Building at Mirganj, Gopalganj.",1703000.0,INR,INR,2021-08-02 10:03:27+00:00,2021-08-02T09:14:37.078000+00:00,2021-08-12T14:48:45+00:00,"EXECUTIVE OFFICER, MIRGANJ",E.O,NAGAR PANCHAYAT MIRGANJ,MIRGANJ GOPALGANJ,EXECUTIVE OFFICER MANIHARI,EO,NAGAR PANCHAYAT MANIHARI,34100.0,5000.0,590.0
11966,Ref No.: 3916 /2021,"Selection of Agency for Supply, Installation, Configuration, Testing, Integration, Commissioning and Maintenance of Aadhaar Data Vault along with AMC of BAAF Project For Department of Information Technology, Government of Bihar","Selection of Agency for Supply, Installation, Configuration, Testing, Integration, Commissioning and Maintenance of Aadhaar Data Vault along with AMC of BAAF Project For Department of Information Technology, Government of Bihar",50000000.0,INR,INR,2021-08-02 11:07:17+00:00,2021-08-02T10:23:34.425000+00:00,2021-09-30T10:31:01+00:00,SUJEET KUMAR,PMU,BSEDC,"BELTRON Bhavan, Patna",Managing Director BSEDC,MD,BSEDC LTD,1100000.0,10000.0,5900.0
11967,RENIT - 02/2021-22,"Door to Door garbage(wet and dry) Collection, segregation and dumping from all the Households, coomercial areas, market, main road, vegetable market and bus stand of nagar panchayat sheikhopursarai consisting of gram panchayats namely Nimi and charuawa (in whole).uplift of garbage from secondary storage points and transportation to dumping ground. sanitaion work both in morning and evening hours.Brooming of all roads and cleaning of all small and big drainage. Round the year sanitization and fogging (Whole nagar panchayat area consisting of all Hospitals,covid care Centres,community kitchen and vaccination Centres )","Door to Door garbage(wet and dry) Collection, segregation and dumping from all the Households, coomercial areas, market, main road, vegetable market and bus stand of nagar panchayat sheikhopursarai consisting of gram panchayats namely Nimi and charuawa (in whole).uplift of garbage from secondary storage points and transportation to dumping ground. sanitaion work both in morning and evening hours.Brooming of all roads and cleaning of all small and big drainage. Round the year sanitization and fogging (Whole nagar panchayat area consisting of all Hospitals,covid care Centres,community kitchen and vaccination Centres )",0.0,INR,INR,2021-08-02 10:53:22+00:00,2021-08-02T10:26:34.506000+00:00,2021-08-31T06:16:30+00:00,BARBIGHA MUNICIPAL COUNCIL,EXECUTIVE OFFICER,UDHD BARBIGHA MUNICIPAL COUNCIL,SARMERA ROAD BARBIGHA,JYOT PRAKASH,EXECUTIVE OFFICER,BARBIGHA MUNICIPAL COUNCIL,50000.0,10000.0,590.0
11968,NP/NWD-NIT-09/2021-22 (GR-02),"Cleanliness work in all (33) wards and expended area of Nagar Parishad Nawada. which includes door to door garbage collection work, segregation, secondary Storage, and transportation of collected waste to dumping site from secondary storage site and segregation at waste dumping/processing site.","Cleanliness work in all (33) wards and expended area of Nagar Parishad Nawada. which includes door to door garbage collection work, segregation, secondary Storage, and transportation of collected waste to dumping site from secondary storage site and segregation at waste dumping/processing site.",0.0,INR,INR,2021-08-02 11:18:21+00:00,2021-08-02T10:42:51.655000+00:00,2021-11-17T12:11:34+00:00,SATYENDRA PRASAD VERMA,"EXECUTIVE OFFICER, NP NAWADA",NAGAR PARISAD NAWADA,NAWADA,SATYENDRA PRASAD VERMA,"EXECUTIVE OFFICER, NP NAWADA",NAGAR PARISAD NAWADA,600000.0,10000.0,590.0
11969,04/BCD/MOTIHARI/2021-22,RENOVATION FOR SUB-DIVISION COURT BUILDING (TEMPORARY) AT PAKARIDYAL DISTRICT EAST CHAMPARAN.    FOR THE YEAR-2021-22,RENOVATION FOR SUB-DIVISION COURT BUILDING (TEMPORARY) AT PAKARIDYAL DISTRICT EAST CHAMPARAN.    FOR THE YEAR-2021-22,3942954.0,INR,INR,2021-08-02 11:11:35+00:00,2021-08-02T10:57:00.326000+00:00,2022-01-14T10:48:03+00:00,EXECUTIVE ENGINEER BUILDING DIVISION MOTIHARI,E E,BUILDING DIVISION MOTIHARI,E E BUILDING DIVISION MOTIHARI,"Superintending Engineer, BUILDING CIRCLE MOTIHARI",SE,"Superintending Engineer, Building Circle  Motihari",79000.0,5000.0,590.0
